# WOCS    Vmag     BmV     VmR     VmI    Vmag1   BmV1    Vmag2   BmV2    Vmag3   BmV3    Jmag    JmKs    A74  S72     _RA        _DE   
047016  15.962   0.617   0.350   0.766  15.959   0.619  15.977   0.613  15.983   0.608  14.749   0.358  9999  999  295.35071  +40.06564
049016  15.974   0.595   0.326   0.725  15.979   0.597  99.999  99.999  15.996   0.610  14.792   0.345  9999  999  295.18908  +40.27981
050016  15.961   0.660   0.336   0.746  15.986   0.635  15.992   0.654  16.011   0.636  14.724   0.338  9999  999  295.31542  +40.07000
052016  16.068   0.706   0.406   0.873  16.028   0.719  99.999  99.999  99.999  99.999  14.695   0.536  9999  999  295.48012  +40.24992
056016  16.096   0.673   0.380   0.825  16.080   0.683  99.999  99.999  16.097   0.694  14.714   0.434  9999  999  295.22812  +40.30158
057016  16.122   0.642   0.367   0.772  16.127   0.642  99.999  99.999  16.177   0.654  14.814   0.272   126  999  295.16450  +40.24089
060016  16.195   0.615   0.382   0.800  16.174   0.618  99.999  99.999  16.198   0.626  14.841   0.316  9999  999  295.44292  +40.28328
061016  16.250   0.630   0.346   0.740  16.233   0.632  99.999  99.999  16.257   0.624  15.002   0.222  9999  999  295.38929  +40.31267
062016  16.280   0.664   0.374   0.840  16.270   0.654  99.999  99.999  16.322   0.689  14.884   0.571   308  999  295.15621  +40.19106
063016  16.322   0.546   0.308   0.703  16.322   0.557  99.999  99.999  16.369   0.572  15.206  99.999   127  999  295.16721  +40.23833
065016  16.392   0.566   0.319   0.717  16.394   0.588  99.999  99.999  16.416   0.593  15.259   0.296  9999  999  295.20329  +40.28492
066016  16.381   0.668   0.334   0.762  16.400   0.652  99.999  99.999  16.427   0.653  15.089   0.404   900   47  295.20358  +40.10461
069016  16.480   0.726   0.429   0.867  16.470   0.740  99.999  99.999  16.519   0.744  15.002   0.477   307  999  295.15625  +40.19325
002017  99.999  99.999  99.999  99.999  11.390   0.776  99.999  99.999  99.999  99.999   9.799   0.529  9999  169  295.42583  +40.30497
003017  13.066   1.185   0.630   1.222  13.054   1.179  99.999  99.999  99.999  99.999  10.948   0.700  9999  190  295.48737  +40.14094
004017  13.098   0.710   0.399   0.830  13.076   0.728  99.999  99.999  99.999  99.999  11.748   0.429  9999  143  295.36237  +40.33381
005017  13.084   0.527   0.304   0.670  13.088   0.531  99.999  99.999  99.999  99.999  11.952   0.312   124   12  295.15983  +40.24508
006017  13.368   1.120   0.608   1.228  13.350   1.112  99.999  99.999  99.999  99.999  11.257   0.728  9999  999  295.48196  +40.26461
007017  13.558   1.257   0.649   1.256  13.574   1.220  13.589   1.237  99.999  99.999  11.377   0.710  9999   90  295.30696  +40.06061
008017  13.939   0.448   0.242   0.568  13.926   0.462  99.999  99.999  99.999  99.999  12.993   0.227  9999   23  295.18854  +40.28358
009017  14.452   1.544   0.817   1.554  14.449   1.501  99.999  99.999  14.441   1.503  11.766   0.918  9999  999  295.40762  +40.07386
010017  14.469   0.724   0.387   0.818  14.460   0.717  99.999  99.999  14.415   0.773  13.066   0.449  9999  999  295.50562  +40.21653
011017  14.511   0.533   0.320   0.641  14.489   0.535  99.999  99.999  14.534   0.529  13.431   0.227  9999  999  295.49683  +40.17439
012017  14.550   0.663   0.383   0.808  14.531   0.677  99.999  99.999  14.497   0.729  13.165   0.334  9999  999  295.49737  +40.21411
014017  14.587   1.065   0.570   1.132  14.568   1.078  99.999  99.999  14.566   1.053  12.639   0.641  9999  121  295.33654  +40.33317
015017  14.643   0.852   0.454   0.971  14.643   0.854  14.635   0.854  14.653   0.852  12.999   0.509  9999  999  295.41267  +40.08133
016017  14.654   0.769   0.397   0.837  14.667   0.754  99.999  99.999  14.714   0.762  13.242   0.398   123  999  295.15721  +40.24589
017017  14.770   0.704   0.416   0.859  14.765   0.717  99.999  99.999  14.778   0.738  13.376   0.417  9999  999  295.25187  +40.06725
018017  14.860   0.662   0.381   0.807  14.824   0.680  99.999  99.999  14.839   0.675  13.502   0.407  9999  999  295.35758  +40.33064
019017  15.009   0.875   0.510   1.032  14.967   0.893  99.999  99.999  14.972   0.867  13.276   0.566  9999  999  295.35096  +40.32808
020017  14.989   1.028   0.544   1.066  15.007   1.015  15.049   1.004  15.033   1.014  13.168   0.603  9999  999  295.32962  +40.05725
021017  15.042   0.647   0.356   0.745  15.024   0.636  99.999  99.999  99.999  99.999  13.766   0.406  9999  999  295.49950  +40.18233
023017  15.108   0.595   0.342   0.736  15.094   0.601  99.999  99.999  15.110   0.595  13.915   0.350  9999  999  295.40567  +40.32194
024017  15.110   0.597   0.327   0.718  15.124   0.579  99.999  99.999  15.147   0.586  13.914   0.302  9999  999  295.24112  +40.07311
025017  15.138   0.570   0.348   0.722  15.131   0.590  99.999  99.999  15.180   0.606  13.930   0.320   653  999  295.15171  +40.14772
026017  15.174   0.564   0.331   0.703  15.159   0.575  99.999  99.999  15.214   0.573  14.007   0.259  9999  999  295.14167  +40.21292
028017  15.271   0.592   0.298   0.664  15.274   0.578  99.999  99.999  15.279   0.587  14.128   0.377  9999  999  295.25742  +40.32667
030017  15.427   0.579   0.360   0.734  15.383   0.601  99.999  99.999  15.399   0.614  99.999  99.999  9999  999  295.49129  +40.23906
031017  15.400   0.670   0.369   0.816  15.386   0.665  99.999  99.999  15.429   0.674  14.041   0.416  9999  999  295.49850  +40.15558
032017  15.375   0.823   0.440   0.935  15.386   0.806  15.393   0.806  15.385   0.817  13.789   0.372  9999  999  295.41087  +40.07678
035017  15.456   0.651   0.367   0.807  15.444   0.670  99.999  99.999  15.485   0.696  14.094   0.346   129  999  295.15100  +40.22822
036017  15.486   0.813   0.456   0.912  15.462   0.827  99.999  99.999  15.468   0.818  13.991   0.419  9999  999  295.36225  +40.32875
038017  15.506   0.740   0.405   0.840  15.501   0.754  99.999  99.999  15.517   0.759  14.085   0.353  9999  999  295.18008  +40.27461
039017  15.573   0.654   0.373   0.818  15.584   0.660  15.609   0.673  15.593   0.674  14.259   0.382  9999  999  295.31062  +40.05658
040017  15.584   0.580   0.335   0.713  15.592   0.590  99.999  99.999  15.607   0.606  14.341   0.315   891  999  295.18108  +40.11139
041017  15.627   0.775   0.424   0.873  15.611   0.797  99.999  99.999  15.596   0.798  14.171   0.415  9999  999  295.33467  +40.33047
046017  15.746   0.697   0.382   0.781  15.733   0.685  99.999  99.999  99.999  99.999  14.350   0.392  9999  999  295.48325  +40.26558
047017  15.742   0.598   0.311   0.689  15.759   0.567  99.999  99.999  15.771   0.600  14.602   0.277  9999  999  295.21846  +40.08903
048017  15.772   0.616   0.306   0.728  15.772   0.596  99.999  99.999  15.786   0.607  14.587   0.326  9999  999  295.50079  +40.20533
050017  15.885   0.720   0.416   0.877  15.839   0.757  99.999  99.999  15.859   0.731  14.440   0.413  9999  999  295.33762  +40.33469
052017  15.978   0.647   0.343   0.767  15.977   0.639  15.950   0.654  16.005   0.641  14.625   0.107   944  999  295.43921  +40.09703
054017  16.022   0.589   0.323   0.691  16.025   0.591  99.999  99.999  16.039   0.595  14.932   0.376  9999  999  295.22933  +40.31264
056017  16.125   0.701   0.412   0.850  16.103   0.719  99.999  99.999  99.999  99.999  14.740   0.520  9999  999  295.47467  +40.27381
058017  16.169   0.703   0.394   0.862  16.151   0.690  99.999  99.999  16.210   0.692  14.774   0.479  9999  999  295.50262  +40.16686
060017  16.217   0.644   0.364   0.777  16.223   0.639  16.241   0.644  99.999  99.999  14.972   0.573  9999  999  295.32646  +40.06192
061017  16.274   0.672   0.398   0.811  16.253   0.697  99.999  99.999  16.259   0.676  99.999  99.999  9999  999  295.50650  +40.21594
064017  16.306   0.699   0.410   0.843  16.293   0.705  99.999  99.999  16.324   0.720  14.881  99.999   890  999  295.18662  +40.11231
065017  16.364   0.710   0.426   0.878  16.330   0.725  99.999  99.999  16.358   0.722  14.873   0.383  9999  999  295.45162  +40.28914
070017  16.378   0.680   0.358   0.776  16.405   0.630  99.999  99.999  99.999  99.999  99.999  99.999  9999  999  295.48325  +40.26428
073017  16.419   0.752   0.404   0.847  16.418   0.755  99.999  99.999  16.450   0.754  14.961   0.213   901  999  295.20396  +40.09814
074017  16.411   0.729   0.384   0.860  16.419   0.692  16.390   0.721  16.435   0.722  14.970   0.364  9999  999  295.44537  +40.09406
075017  16.463   0.648   0.374   0.786  16.432   0.667  99.999  99.999  16.441   0.679  15.241   0.113  9999  999  295.29175  +40.33406
076017  16.471   0.793   0.453   0.953  16.438   0.814  99.999  99.999  16.455   0.807  14.863   0.301  9999  999  295.28604  +40.33367
077017  16.506   0.729   0.420   0.866  16.493   0.734  16.442   0.746  16.508   0.744  14.948   0.344  9999  999  295.43833  +40.08775
003018  99.999  99.999  99.999  99.999  13.337   1.532  99.999  99.999  99.999  99.999  10.500   0.996  9999  999  295.47450  +40.28094
004018  13.502   1.315   0.713   1.363  13.463   1.329  99.999  99.999  99.999  99.999  11.166   0.725  9999  159  295.39537  +40.32767
005018  13.473   0.566   0.282   0.659  13.475   0.550  99.999  99.999  99.999  99.999  12.350   0.282  9999  191  295.49654  +40.13728
006018  99.999  99.999  99.999  99.999  13.491   1.222  99.999  99.999  99.999  99.999  11.308   0.753  9999  155  295.39262  +40.32917
007018  13.906   0.536   0.299   0.622  13.914   0.530  99.999  99.999  14.006   0.573  12.852   0.245   652    7  295.14400  +40.15425
008018  14.127   1.073   0.600   1.163  14.110   1.104  99.999  99.999  14.139   1.100  12.146   0.667    27   10  295.15350  +40.25481
009018  14.125   0.572   0.330   0.736  14.112   0.594  99.999  99.999  14.147   0.599  12.908   0.368  9999    5  295.14137  +40.23447
010018  14.221   0.753   0.393   0.856  14.211   0.757  99.999  99.999  14.203   0.756  12.784   0.461  9999  138  295.35308  +40.33694
011018  14.468   0.671   0.378   0.808  14.433   0.689  99.999  99.999  14.441   0.681  13.123   0.351  9999  136  295.35408  +40.33911
012018  14.491   1.132   0.640   1.259  14.463   1.144  99.999  99.999  14.506   1.140  12.326   0.699  9999  999  295.50858  +40.17106
013018  14.593   1.175   0.659   1.268  14.584   1.180  99.999  99.999  14.592   1.180  12.449   0.682  9999  999  295.27137  +40.05350
014018  14.620   1.112   0.593   1.148  14.602   1.121  99.999  99.999  14.592   1.097  12.651   0.636  9999  999  295.38329  +40.33722
015018  14.803   0.664   0.367   0.801  14.792   0.665  99.999  99.999  14.791   0.666  13.483   0.402  9999  999  295.40829  +40.32297
016018  14.887   0.579   0.301   0.677  14.872   0.582  99.999  99.999  14.874   0.598  13.728   0.328  9999  999  295.32333  +40.34489
017018  14.905   0.687   0.440   0.874  14.893   0.729  99.999  99.999  14.901   0.733  13.490   0.366  9999  999  295.43450  +40.07400
018018  14.912   0.810   0.463   0.942  14.899   0.844  14.950   0.830  14.891   0.865  13.388   0.470  9999  999  295.29842  +40.04808
019018  14.926   0.568   0.298   0.659  14.943   0.547  99.999  99.999  14.968   0.565  13.782   0.220  9999  999  295.16092  +40.27600
020018  14.939   0.637   0.364   0.762  14.945   0.620  14.948   0.603  14.953   0.631  13.618   0.385  9999  999  295.43333  +40.08219
021018  14.955   0.577   0.335   0.707  14.964   0.575  99.999  99.999  14.975   0.595  13.808   0.333  9999  999  295.24325  +40.06139
022018  15.018   0.591   0.353   0.739  15.013   0.597  99.999  99.999  15.018   0.612  13.818   0.321  9999  999  295.23679  +40.06725
023018  15.118   0.566   0.350   0.745  15.109   0.599  99.999  99.999  15.120   0.607  13.905   0.253  9999  999  295.17762  +40.28569
025018  15.379   0.540   0.321   0.707  15.369   0.556  99.999  99.999  15.411   0.577  14.177   0.254  9999  999  295.16417  +40.27133
026018  15.406   0.865   0.469   0.938  15.392   0.880  99.999  99.999  15.432   0.869  13.824   0.481  9999  999  295.13725  +40.22281
027018  15.554   0.664   0.382   0.793  15.538   0.687  99.999  99.999  15.572   0.684  14.304   0.422  9999  999  295.18529  +40.30100
028018  15.590   0.556   0.308   0.688  15.597   0.562  99.999  99.999  15.602   0.580  14.447   0.267  9999  999  295.25054  +40.06031
030018  15.702   0.735   0.409   0.872  15.721   0.717  99.999  99.999  15.731   0.734  14.211   0.467  9999  999  295.30029  +40.04756
032018  15.780   0.601   0.327   0.739  15.770   0.606  99.999  99.999  15.794   0.592  14.513   0.332  9999  999  295.50962  +40.19775
033018  15.845   0.570   0.330   0.702  15.821   0.592  99.999  99.999  15.831   0.579  14.580   0.152  9999  999  295.38171  +40.33311
034018  15.836   0.727   0.428   0.895  15.821   0.761  99.999  99.999  15.855   0.766  14.359   0.540    26  999  295.15033  +40.25647
036018  15.835   0.614   0.342   0.732  15.842   0.604  99.999  99.999  15.865   0.618  14.631   0.330  9999  999  295.21812  +40.07447
037018  15.950   0.691   0.390   0.860  15.944   0.670  99.999  99.999  15.957   0.693  14.528   0.383  9999  999  295.50792  +40.24094
039018  16.010   0.755   0.441   0.922  15.990   0.785  99.999  99.999  16.155   0.738  14.508   0.436  9999  999  295.13658  +40.18592
042018  16.037   0.697   0.402   0.840  16.031   0.710  99.999  99.999  16.045   0.711  14.588   0.435  9999  999  295.44204  +40.07856
043018  16.090   0.726   0.404   0.885  16.066   0.731  99.999  99.999  99.999  99.999  14.605   0.525  9999  999  295.47858  +40.27872
047018  16.152   0.548   0.312   0.710  16.169   0.525  16.193   0.551  16.166   0.558  15.016   0.232  9999  999  295.27433  +40.05125
051018  16.238   0.743   0.391   0.850  16.230   0.726  99.999  99.999  16.245   0.744  14.850   0.566  9999  999  295.51008  +40.20153
053018  16.278   0.670   0.396   0.837  16.251   0.695  99.999  99.999  99.999  99.999  15.011   0.292  9999  999  295.17683  +40.29475
056018  16.290   0.647   0.352   0.778  16.311   0.639  99.999  99.999  16.326   0.641  15.004   0.115  9999  999  295.34192  +40.05214
057018  16.359   0.717   0.404   0.818  16.377   0.721  99.999  99.999  16.369   0.746  14.992   0.349  9999  999  295.20712  +40.30903
058018  16.405   0.745   0.428   0.883  16.384   0.737  99.999  99.999  16.380   0.758  14.956   0.556  9999  999  295.32004  +40.34217
003019  12.955   0.726   0.409   0.856  12.955   0.717  99.999  99.999  99.999  99.999  11.520   0.448   892   11  295.15446  +40.10886
004019  13.161   1.201   0.648   1.240  13.150   1.197  99.999  99.999  99.999  99.999  11.042   0.721  9999    4  295.12012  +40.17161
005019  13.265   1.132   0.575   1.182  13.269   1.122  99.999  99.999  99.999  99.999  11.253   0.685  9999   18  295.18467  +40.08894
006019  13.500   1.156   0.637   1.272  13.460   1.174  99.999  99.999  99.999  99.999  11.306   0.692  9999  999  295.51867  +40.17675
007019  13.573   0.595   0.357   0.739  13.581   0.595  99.999  99.999  99.999  99.999  12.343   0.322  9999  174  295.43267  +40.06233
008019  99.999  99.999  99.999  99.999  99.999  99.999  99.999  99.999  13.855   0.877  12.297   0.376  9999  999  295.52875  +40.20192
009019  13.675   1.058   0.584   1.164  13.643   1.072  99.999  99.999  99.999  99.999  11.674   0.652  9999  101  295.31300  +40.35233
010019  14.003   1.490   0.804   1.558  13.959   1.489  99.999  99.999  99.999  99.999  11.345   0.906  9999   54  295.25354  +40.05344
012019  14.297   0.645   0.349   0.729  14.296   0.648  99.999  99.999  14.292   0.655  13.034   0.370  9999  154  295.38792  +40.33986
013019  14.497   0.638   0.379   0.774  14.477   0.641  99.999  99.999  14.485   0.639  13.241   0.363  9999  171  295.43204  +40.32597
014019  14.478   1.081   0.565   1.166  14.480   1.076  99.999  99.999  14.476   1.092  12.441   0.627  9999  999  295.18358  +40.30311
015019  14.632   0.624   0.313   0.705  14.638   0.616  99.999  99.999  14.595   0.621  13.044   0.370  9999  125  295.34192  +40.34664
016019  14.662   0.658   0.365   0.756  14.664   0.651  99.999  99.999  14.657   0.671  13.371   0.385  9999  999  295.25083  +40.33994
017019  14.684   1.200   0.624   1.207  14.673   1.185  99.999  99.999  14.656   1.168  12.522   0.686  9999  999  295.31137  +40.35172
018019  14.841   0.626   0.363   0.795  14.833   0.640  99.999  99.999  14.830   0.661  13.566   0.334  9999  999  295.27929  +40.34289
019019  14.865   1.079   0.607   1.237  14.856   1.079  99.999  99.999  14.855   1.094  12.768   0.653  9999  999  295.30517  +40.03869
020019  14.945   0.638   0.363   0.803  14.935   0.635  99.999  99.999  14.930   0.642  13.653   0.381  9999  999  295.45775  +40.31283
021019  14.981   0.570   0.333   0.716  14.957   0.578  99.999  99.999  14.957   0.589  13.826   0.374  9999  999  295.38196  +40.34358
022019  15.031   1.220   0.648   1.265  15.016   1.215  99.999  99.999  15.006   1.194  12.813   0.719  9999  999  295.37458  +40.34319
023019  15.051   1.198   0.636   1.278  15.025   1.194  99.999  99.999  15.006   1.218  12.831   0.711  9999  999  295.52092  +40.20472
024019  15.171   0.687   0.399   0.826  15.152   0.711  99.999  99.999  15.112   0.760  13.825   0.349  9999  999  295.52896  +40.19658
025019  15.148   0.585   0.317   0.733  15.172   0.562  99.999  99.999  15.166   0.593  13.855   0.311  9999  999  295.36271  +40.04322
026019  15.225   0.535   0.337   0.689  15.193   0.555  99.999  99.999  15.204   0.561  14.090   0.308  9999  999  295.44912  +40.31469
027019  15.228   0.592   0.358   0.746  15.215   0.599  99.999  99.999  15.224   0.620  13.997   0.343  9999  999  295.26246  +40.05181
028019  15.340   1.366   0.701   1.338  15.323   1.329  99.999  99.999  15.349   1.328  13.006   0.791  9999  999  295.49737  +40.12128
029019  15.354   0.566   0.312   0.666  15.343   0.565  99.999  99.999  15.325   0.576  14.173   0.313  9999  999  295.37054  +40.34997
030019  15.363   1.106   0.588   1.125  15.351   1.079  99.999  99.999  15.335   1.085  13.049   0.506  9999  999  295.24079  +40.05478
031019  15.418   0.663   0.374   0.773  15.419   0.650  99.999  99.999  15.401   0.669  14.090   0.315  9999  999  295.36650  +40.34906
034019  15.506   0.600   0.315   0.723  15.496   0.604  99.999  99.999  15.510   0.600  14.344   0.314  9999  999  295.50442  +40.26697
035019  15.538   0.707   0.419   0.839  15.510   0.732  99.999  99.999  99.999  99.999  13.714   0.249  9999  999  295.12121  +40.20619
036019  15.689   0.572   0.356   0.751  15.657   0.605  99.999  99.999  15.688   0.607  99.999  99.999  9999  999  295.12083  +40.20669
037019  15.631   0.736   0.384   0.830  15.663   0.663  99.999  99.999  15.725   0.600  14.093   0.322  9999  999  295.20604  +40.32492
038019  15.713   0.795   0.435   0.872  15.695   0.803  99.999  99.999  15.745   0.610  14.263   0.506  9999  999  295.42512  +40.33147
039019  15.742   0.687   0.371   0.815  15.725   0.679  99.999  99.999  15.751   0.683  14.400   0.431  9999  999  295.51154  +40.25164
041019  15.717   0.609   0.301   0.673  15.745   0.575  99.999  99.999  15.759   0.596  14.575   0.291  9999  999  295.20783  +40.07008
042019  15.752   0.628   0.353   0.736  15.751   0.613  99.999  99.999  15.724   0.629  14.535   0.346  9999  999  295.35654  +40.34964
046019  15.767   0.622   0.331   0.746  15.786   0.604  99.999  99.999  15.789   0.627  14.530   0.422  9999  999  295.38379  +40.04950
048019  15.942   0.632   0.390   0.793  15.940   0.635  99.999  99.999  15.952   0.659  14.604   0.379  9999  999  295.40962  +40.05731
049019  15.942   0.722   0.390   0.840  15.949   0.719  99.999  99.999  15.967   0.735  14.548   0.249  9999  999  295.19333  +40.07308
051019  16.088   0.632   0.323   0.741  16.104   0.597  99.999  99.999  16.104   0.628  14.902   0.545  9999  999  295.31137  +40.04447
052019  16.121   0.665   0.370   0.782  16.123   0.645  99.999  99.999  16.152   0.655  14.814   0.373  9999  999  295.49454  +40.11214
055019  16.287   0.628   0.371   0.801  16.253   0.641  99.999  99.999  16.260   0.628  15.003   0.421  9999  999  295.38217  +40.34569
058019  16.310   0.623   0.357   0.757  16.286   0.646  99.999  99.999  16.293   0.650  14.958   0.256  9999  999  295.25646  +40.34364
059019  16.329   0.646   0.346   0.681  16.306   0.629  99.999  99.999  99.999  99.999  15.090   0.577  9999  999  295.32646  +40.35047
061019  16.327   0.670   0.347   0.753  16.315   0.664  99.999  99.999  16.327   0.651  15.044   0.016  9999  999  295.40558  +40.33983
062019  16.347   0.686   0.380   0.798  16.333   0.694  99.999  99.999  16.376   0.703  14.969   0.286  9999  999  295.13358  +40.25058
063019  16.337   0.500   0.291   0.683  16.352   0.492  99.999  99.999  16.331   0.527  99.999  99.999  9999  999  295.20546  +40.32408
067019  16.493   0.771   0.422   0.872  16.487   0.768  99.999  99.999  16.512   0.772  15.096   0.430  9999  999  295.51500  +40.15722
068019  16.494   0.762   0.440   0.877  16.493   0.776  99.999  99.999  16.498   0.790  15.109   0.466  9999  999  295.35762  +40.04394
002020  99.999  99.999  99.999  99.999  12.459   1.259  99.999  99.999  99.999  99.999  10.273   0.778  9999  999  295.46725  +40.31894
003020  99.999  99.999  99.999  99.999  12.573   1.095  99.999  99.999  15.012   0.547  10.580   0.643  9999    6  295.13900  +40.27136
004020  13.266   1.092   0.647   1.254  13.234   1.116  99.999  99.999  13.193   1.128  11.103   0.698  9999  999  295.51137  +40.28017
006020  13.416   0.673   0.362   0.771  13.431   0.670  99.999  99.999  99.999  99.999  12.154   0.359  9999   37  295.22696  +40.04894
007020  13.460   0.485   0.282   0.617  13.438   0.504  99.999  99.999  99.999  99.999  12.465   0.278  9999  999  295.53133  +40.18031
008020  13.473   1.180   0.625   1.233  13.443   1.174  99.999  99.999  99.999  99.999  11.379   0.693  9999  999  295.45029  +40.32933
009020  13.540   1.397   0.827   1.546  13.487   1.419  99.999  99.999  99.999  99.999  10.914   0.911  9999    2  295.11437  +40.17803
010020  13.759   0.651   0.339   0.731  13.768   0.628  99.999  99.999  13.739   0.677  12.539   0.341  9999  999  295.52550  +40.23942
011020  14.045   0.575   0.283   0.672  14.057   0.560  99.999  99.999  14.062   0.575  12.894   0.335  9999  165  295.40912  +40.05203
012020  14.166   0.583   0.385   0.822  14.136   0.628  99.999  99.999  14.175   0.649  12.819   0.420  9999    3  295.11596  +40.15183
013020  14.188   1.203   0.643   1.292  14.182   1.212  99.999  99.999  14.171   1.187  11.985   0.742  9999   31  295.21217  +40.33086
014020  14.295   0.679   0.372   0.795  14.279   0.708  99.999  99.999  14.282   0.717  13.016   0.408  9999   16  295.17583  +40.31456
015020  14.367   0.574   0.321   0.682  14.348   0.578  99.999  99.999  99.999  99.999  13.175   0.297  9999  999  295.48346  +40.30731
017020  14.548   0.617   0.383   0.764  14.542   0.625  99.999  99.999  14.556   0.644  13.270   0.396  9999  999  295.52304  +40.13133
018020  14.602   0.669   0.378   0.812  14.612   0.658  99.999  99.999  14.603   0.685  13.256   0.402  9999  999  295.37779  +40.03700
019020  14.834   0.684   0.368   0.817  14.839   0.674  99.999  99.999  14.844   0.685  13.509   0.390  9999  999  295.42917  +40.05814
020020  14.906   0.689   0.376   0.816  14.913   0.679  99.999  99.999  14.912   0.683  13.568   0.370  9999  999  295.38817  +40.04058
021020  14.926   1.199   0.617   1.232  14.929   1.160  99.999  99.999  14.850   1.221  12.789   0.684  9999  999  295.53412  +40.19042
022020  15.125   0.555   0.394   0.866  15.025   0.602  99.999  99.999  15.098   0.601  13.790   0.376  9999  999  295.52854  +40.16617
023020  15.258   0.583   0.315   0.727  15.243   0.582  99.999  99.999  99.999  99.999  14.094   0.297  9999  999  295.46829  +40.31586
024020  15.258   0.672   0.338   0.752  15.260   0.667  99.999  99.999  15.287   0.664  13.998   0.323  9999  999  295.53258  +40.16006
025020  15.330   0.661   0.391   0.832  15.331   0.665  99.999  99.999  15.320   0.687  13.985   0.413  9999  999  295.17783  +40.30994
027020  15.332   0.616   0.310   0.744  15.342   0.602  99.999  99.999  15.325   0.626  14.107   0.388  9999  999  295.53800  +40.21972

028020  15.336   0.670   0.350   0.761  15.348   0.654  99.999  99.999  15.337   0.682  14.052   0.319  9999  999  295.34087  +40.03403
029020  15.357   0.692   0.387   0.721  15.404   0.643  99.999  99.999  99.999  99.999  99.999  99.999  9999  999  295.46783  +40.31969
030020  15.451   0.945   0.535   1.031  15.425   0.919  99.999  99.999  15.462   0.924  13.736   0.548  9999  999  295.52154  +40.13475
031020  15.535   0.638   0.375   0.777  15.521   0.655  99.999  99.999  15.570   0.670  14.225   0.203   895  999  295.15362  +40.09706
035020  15.808   0.597   0.347   0.743  15.793   0.592  99.999  99.999  15.785   0.602  14.543   0.295  9999  999  295.37312  +40.35156
036020  15.818   0.642   0.358   0.825  15.816   0.636  99.999  99.999  15.828   0.648  14.423   0.528  9999  999  295.45979  +40.07650
037020  15.823   0.762   0.496   0.991  15.816   0.782  99.999  99.999  15.809   0.803  14.146   0.500  9999  999  295.45233  +40.06544
040020  15.889   0.785   0.428   0.882  15.874   0.781  99.999  99.999  15.847   0.800  14.419   0.354  9999  999  295.30417  +40.35689
041020  15.886   0.651   0.347   0.780  15.931   0.615  99.999  99.999  15.917   0.631  14.481   0.384  9999  999  295.35000  +40.03117
042020  15.960   0.740   0.406   0.855  15.935   0.751  99.999  99.999  15.941   0.729  14.487   0.326  9999  999  295.42567  +40.34114
045020  16.086   0.593   0.360   0.741  16.066   0.606  99.999  99.999  16.072   0.623  14.886   0.376  9999  999  295.49404  +40.29608
048020  16.107   0.532   0.312   0.669  16.084   0.529  99.999  99.999  16.082   0.532  15.002   0.211  9999  999  295.42792  +40.34197
049020  16.082   0.617   0.341   0.758  16.086   0.611  99.999  99.999  16.073   0.648  14.815   0.301  9999  999  295.46512  +40.07244
050020  16.125   0.752   0.411   0.904  16.118   0.757  99.999  99.999  16.150   0.770  14.617   0.404  9999  999  295.49733  +40.10381
051020  16.142   0.633   0.336   0.746  16.146   0.620  99.999  99.999  16.141   0.642  14.833   0.456  9999  999  295.23450  +40.34194
054020  16.197   0.689   0.410   0.868  16.183   0.712  99.999  99.999  16.218   0.735  14.739   0.450  9999  999  295.11542  +40.20378
055020  16.286   0.621   0.376   0.787  16.263   0.657  99.999  99.999  16.297   0.664  14.964   0.306  9999  999  295.16217  +40.08403
057020  16.309   0.632   0.358   0.736  16.302   0.634  99.999  99.999  16.291   0.635  14.989   0.388  9999  999  295.24779  +40.34953
058020  16.316   0.638   0.345   0.801  16.315   0.630  99.999  99.999  16.326   0.641  14.902   0.381  9999  999  295.45525  +40.07153
063020  16.437   0.614   0.366   0.742  16.416   0.654  99.999  99.999  16.461   0.649  15.035   0.425  9999  999  295.15979  +40.30100
002021  99.999  99.999  99.999  99.999  12.787   1.249  99.999  99.999  99.999  99.999  10.581   0.707  9999  999  295.48075  +40.07633
003021  13.019   1.140   0.620   1.210  99.999  99.999  99.999  99.999  99.999  99.999  10.974   0.668  9999  999  295.34942  +40.36236
004021  99.999  99.999  99.999  99.999  13.026   0.581  99.999  99.999  99.999  99.999  11.842   0.324  9999  999  295.17404  +40.32956
005021  13.128   0.926   0.563   1.168  99.999  99.999  99.999  99.999  99.999  99.999  11.190   0.640  9999  999  295.32767  +40.36592
006021  13.288   1.234   0.628   1.253  13.306   1.193  99.999  99.999  99.999  99.999  11.136   0.740  9999  999  295.45262  +40.05756
007021  99.999  99.999  99.999  99.999  13.768   1.251  99.999  99.999  99.999  99.999  11.487   0.804  9999    9  295.14871  +40.08439
009021  14.206   0.858   0.474   0.954  14.180   0.886  99.999  99.999  14.170   0.862  12.556   0.469  9999  999  295.44521  +40.34069
010021  14.273   0.719   0.404   0.822  14.282   0.703  99.999  99.999  14.200   0.776  12.950   0.378  9999  999  295.54492  +40.21792
011021  14.334   0.580   0.332   0.721  14.335   0.591  99.999  99.999  14.326   0.591  13.133   0.344  9999  999  295.54792  +40.19403
012021  14.323   1.044   0.611   1.145  14.343   1.030  99.999  99.999  14.317   1.048  12.255   0.675  9999  999  295.53742  +40.14892
013021  14.547   1.134   0.649   1.223  14.532   1.149  99.999  99.999  14.553   1.148  12.451   0.695  9999  999  295.49629  +40.09172
014021  14.660   0.568   0.335   0.696  14.607   0.572  99.999  99.999  14.657   0.585  13.481   0.315  9999  999  295.48533  +40.31314
